,year,counry,metabolite,daily mean,weekday mean,weekend mean
559,2012,GR,cocaine,,,
560,2013,GR,amphetamine,16.05,17.97,14.62
561,2013,GR,methamphetamine,4.76,4.88,4.67
562,2013,GR,MDMA,2.46,1.93,2.85
563,2013,GR,cannabis,103.56,62.85,134.09
564,2013,GR,cocaine,59.21,60.13,58.52
565,2014,GR,amphetamine,16.84,20.19,14.32
566,2014,GR,methamphetamine,5.3,4.92,5.58
567,2014,GR,MDMA,4.4,2.64,5.73
568,2014,GR,cannabis,,,
569,2014,GR,cocaine,80.06,67.43,89.53
570,2015,GR,amphetamine,10.43,9.14,11.4
571,2015,GR,methamphetamine,4.4,3.94,4.75
572,2015,GR,MDMA,4.24,2.26,5.73
573,2015,GR,cannabis,,,
574,2015,GR,cocaine,75.35000000000001,64.45,83.52000000000001
575,2016,GR,amphetamine,4.61,4.36,4.8
576,2016,GR,methamphetamine,2.97,2.82,3.09
577,2016,GR,MDMA,2.53,1.66,3.19
578,2016,GR,cannabis,,,
579,2016,GR,cocaine,30.41,25.25,34.28
580,2017,GR,amphetamine,2.24,2.23,1.79
581,2017,GR,methamphetamine,3.98,3.77,3.86
582,2017,GR,MDMA,2.49,1.9,4.17
583,2017,GR,cannabis,,,
584,2017,GR,cocaine,38.28,37.15,42.38
585,2018,GR,amphetamine,8.64,6.21,10.46
586,2018,GR,methamphetamine,,,
587,2018,GR,MDMA,4.7,3.32,5.73
588,2018,GR,cannabis,50.85,53.22,49.06
589,2018,GR,cocaine,,,
590,2019,GR,amphetamine,,,
591,2019,GR,methamphetamine,12.290000000000001,13.719999999999999,11.23
592,2019,GR,MDMA,7.19,6.79,7.48
593,2019,GR,cannabis,74.02000000000001,63.02,82.26
594,2019,GR,cocaine,72.34,70.86,73.46000000000001
595,2020,GR,amphetamine,,,
596,2020,GR,methamphetamine,18.31,18.0,19.5
597,2020,GR,MDMA,,,
598,2020,GR,cannabis,60.540000000000006,42.97,73.71000000000001
599,2020,GR,cocaine,,,
600,2021,GR,amphetamine,,,
601,2021,GR,methamphetamine,10.61,9.78,11.23
602,2021,GR,MDMA,3.38,3.2,3.52
603,2021,GR,cannabis,38.73,30.83,44.66
604,2021,GR,cocaine,95.85,90.18,100.1
605,2011,HR,amphetamine,14.6,12.21,16.39
606,2011,HR,methamphetamine,0.0,0.0,0.0
607,2011,HR,MDMA,3.26,2.04,4.18
608,2011,HR,cannabis,30.59,30.24,30.85
609,2011,HR,cocaine,49.95,42.57,55.48
610,2012,HR,amphetamine,12.13,8.76,14.67
611,2012,HR,methamphetamine,0.0,0.0,0.0
612,2012,HR,MDMA,7.65,2.39,11.59
613,2012,HR,cannabis,44.71,44.9,44.57
614,2012,HR,cocaine,69.8,56.37,79.87
615,2013,HR,amphetamine,10.0,6.58,12.56
616,2013,HR,methamphetamine,,,
617,2013,HR,MDMA,9.45,4.21,13.37
618,2013,HR,cannabis,63.01,65.37,61.24
619,2013,HR,cocaine,80.03,67.06,89.76
620,2014,HR,amphetamine,15.65,11.39,18.85
621,2014,HR,methamphetamine,0.77,0.67,0.85
622,2014,HR,MDMA,11.68,6.42,15.62
623,2014,HR,cannabis,,,
624,2014,HR,cocaine,77.43,65.75,86.19
625,2015,HR,amphetamine,76.73,119.45,44.69
626,2015,HR,methamphetamine,0.0,0.0,0.0
627,2015,HR,MDMA,27.28,17.02,34.97
628,2015,HR,cannabis,,,
629,2015,HR,cocaine,100.47,88.22,109.66
630,2016,HR,amphetamine,72.23,55.48,84.79
631,2016,HR,methamphetamine,0.0,0.0,0.0
632,2016,HR,MDMA,49.22,22.43,69.32
633,2016,HR,cannabis,,,
634,2016,HR,cocaine,162.32,124.93,190.35
635,2017,HR,amphetamine,56.32,47.59,62.87
636,2017,HR,methamphetamine,0.0,0.0,0.0
637,2017,HR,MDMA,32.62,17.76,43.77
638,2017,HR,cannabis,,,
639,2017,HR,cocaine,216.27,180.46,243.13
640,2018,HR,amphetamine,76.08,63.73,85.35
641,2018,HR,methamphetamine,0.0,0.0,0.0
642,2018,HR,MDMA,29.83,20.59,36.77
643,2018,HR,cannabis,120.03,142.89,102.89
644,2018,HR,cocaine,234.54,208.55,254.03
645,2019,HR,amphetamine,145.67,184.11,116.83
646,2019,HR,methamphetamine,0.0,0.0,0.0
647,2019,HR,MDMA,36.5,47.73,28.08
648,2019,HR,cannabis,186.13,185.3,186.76
649,2019,HR,cocaine,395.55,334.69,441.19
650,2020,HR,amphetamine,1013.84,1945.78,314.88
651,2020,HR,methamphetamine,6.14,10.65,2.75
652,2020,HR,MDMA,41.38,33.47,47.31
653,2020,HR,cannabis,228.93,257.6,207.43
654,2020,HR,cocaine,510.24,431.32,569.44
655,2021,HR,amphetamine,,,
656,2021,HR,methamphetamine,0.0,0.0,0.0
657,2021,HR,MDMA,28.26,15.6,37.76
658,2021,HR,cannabis,132.9,133.13,132.73
659,2021,HR,cocaine,548.62,440.23,629.92
660,2011,IT,amphetamine,11.05,9.38,12.31
661,2011,IT,methamphetamine,48.68,43.1,52.86
662,2011,IT,MDMA,7.58,3.59,10.56
663,2011,IT,cannabis,27.61,30.81,25.22
664,2011,IT,cocaine,238.85,221.98,251.5
665,2012,IT,amphetamine,0.0,0.0,0.0
666,2012,IT,methamphetamine,10.11,9.31,10.72
667,2012,IT,MDMA,8.74,4.01,12.28
668,2012,IT,cannabis,24.25,25.43,23.37
669,2012,IT,cocaine,241.75,211.05,264.78
670,2013,IT,amphetamine,,,
671,2013,IT,methamphetamine,5.93,4.73,6.83
672,2013,IT,MDMA,4.96,2.65,6.69
673,2013,IT,cannabis,24.91,28.24,22.41
674,2013,IT,cocaine,233.17,196.89,260.38
675,2014,IT,amphetamine,0.0,0.0,0.0
676,2014,IT,methamphetamine,5.37,5.22,5.48
677,2014,IT,MDMA,3.96,1.67,5.67
678,2014,IT,cannabis,,,
679,2014,IT,cocaine,208.05,198.86,214.94
680,2015,IT,amphetamine,2.72,2.43,2.93
681,2015,IT,methamphetamine,10.05,10.37,9.81
682,2015,IT,MDMA,6.7,2.38,9.94
683,2015,IT,cannabis,,,
684,2015,IT,cocaine,206.12,183.77,222.88
685,2016,IT,amphetamine,0.0,0.0,0.0
686,2016,IT,methamphetamine,13.77,13.6,13.9
687,2016,IT,MDMA,4.45,1.91,6.35
688,2016,IT,cannabis,,,
689,2016,IT,cocaine,306.59,297.34,313.53
690,2017,IT,amphetamine,0.0,0.0,0.0
691,2017,IT,methamphetamine,10.07,8.36,11.36
692,2017,IT,MDMA,4.34,2.12,6.01
693,2017,IT,cannabis,,,
694,2017,IT,cocaine,341.43,302.44,370.67
695,2018,IT,amphetamine,2.2,1.82,2.49
696,2018,IT,methamphetamine,14.0,12.819999999999999,14.89
697,2018,IT,MDMA,10.85,5.9,14.56
698,2018,IT,cannabis,77.14,86.75999999999999,69.91
699,2018,IT,cocaine,755.35,689.86,804.47
700,2019,IT,amphetamine,5.390000000000001,4.74,5.87
701,2019,IT,methamphetamine,18.76,20.77,17.26
702,2019,IT,MDMA,11.29,5.76,15.440000000000001
703,2019,IT,cannabis,84.58,86.41,83.21000000000001
704,2019,IT,cocaine,614.34,539.01,670.8299999999999
705,2020,IT,amphetamine,1.99,1.6,2.28
706,2020,IT,methamphetamine,12.41,12.31,12.48
707,2020,IT,MDMA,4.5,3.0300000000000002,5.55
708,2020,IT,cannabis,81.5,79.53,82.88
709,2020,IT,cocaine,734.54,643.15,798.63
710,2021,IT,amphetamine,0.0,0.0,0.0
711,2021,IT,methamphetamine,14.41,13.78,14.879999999999999
712,2021,IT,MDMA,3.9299999999999997,2.44,5.04
713,2021,IT,cannabis,81.36,75.02000000000001,86.13
714,2021,IT,cocaine,752.3900000000001,687.8499999999999,800.8
715,2011,LT,amphetamine,,,
716,2011,LT,methamphetamine,,,
717,2011,LT,MDMA,,,
718,2011,LT,cannabis,,,
719,2011,LT,cocaine,,,
720,2012,LT,amphetamine,,,
721,2012,LT,methamphetamine,,,
722,2012,LT,MDMA,,,
723,2012,LT,cannabis,,,
724,2012,LT,cocaine,,,
725,2013,LT,amphetamine,,,
726,2013,LT,methamphetamine,,,
727,2013,LT,MDMA,,,
728,2013,LT,cannabis,,,
729,2013,LT,cocaine,,,
730,2014,LT,amphetamine,,,
731,2014,LT,methamphetamine,,,
732,2014,LT,MDMA,,,
733,2014,LT,cannabis,,,
734,2014,LT,cocaine,,,
735,2015,LT,amphetamine,,,
736,2015,LT,methamphetamine,,,
737,2015,LT,MDMA,,,
738,2015,LT,cannabis,,,
739,2015,LT,cocaine,,,
740,2016,LT,amphetamine,,,
741,2016,LT,methamphetamine,,,
742,2016,LT,MDMA,,,
743,2016,LT,cannabis,,,
744,2016,LT,cocaine,,,
745,2017,LT,amphetamine,13.08,14.63,11.91
746,2017,LT,methamphetamine,39.69,38.38,40.67
747,2017,LT,MDMA,15.96,7.29,22.46
748,2017,LT,cannabis,,,
749,2017,LT,cocaine,34.7,22.55,43.82
750,2018,LT,amphetamine,51.260000000000005,55.14,49.17999999999999
751,2018,LT,methamphetamine,98.21,113.38,86.84
752,2018,LT,MDMA,62.81,35.22,83.5
753,2018,LT,cannabis,,,
754,2018,LT,cocaine,170.06,115.76,210.76999999999998
755,2019,LT,amphetamine,94.75,72.32,111.58000000000001
756,2019,LT,methamphetamine,76.43,68.1,82.65
757,2019,LT,MDMA,114.61,75.14,144.22
758,2019,LT,cannabis,,,
759,2019,LT,cocaine,229.51,162.94,279.43
760,2020,LT,amphetamine,126.12,113.51,135.57999999999998
761,2020,LT,methamphetamine,11.420000000000002,11.34,11.469999999999999
762,2020,LT,MDMA,66.94999999999999,56.83,74.53999999999999
763,2020,LT,cannabis,,,
764,2020,LT,cocaine,226.25,185.09,257.12
765,2021,LT,amphetamine,112.87,116.27,110.33000000000001
766,2021,LT,methamphetamine,86.94999999999999,89.02000000000001,85.42
767,2021,LT,MDMA,44.31999999999999,34.54,51.65
768,2021,LT,cannabis,,,
769,2021,LT,cocaine,313.53000000000003,235.57000000000002,372.0
770,2011,LV,amphetamine,,,
771,2011,LV,methamphetamine,,,
772,2011,LV,MDMA,,,
773,2011,LV,cannabis,,,
774,2011,LV,cocaine,,,
775,2012,LV,amphetamine,,,
776,2012,LV,methamphetamine,,,
777,2012,LV,MDMA,,,
778,2012,LV,cannabis,,,
779,2012,LV,cocaine,,,
780,2013,LV,amphetamine,,,
781,2013,LV,methamphetamine,,,
782,2013,LV,MDMA,,,
783,2013,LV,cannabis,,,
784,2013,LV,cocaine,,,
785,2014,LV,amphetamine,,,
786,2014,LV,methamphetamine,,,
787,2014,LV,MDMA,,,
788,2014,LV,cannabis,,,
789,2014,LV,cocaine,,,
790,2015,LV,amphetamine,,,
791,2015,LV,methamphetamine,,,
792,2015,LV,MDMA,,,
793,2015,LV,cannabis,,,
794,2015,LV,cocaine,,,
795,2016,LV,amphetamine,,,
796,2016,LV,methamphetamine,,,
797,2016,LV,MDMA,,,
798,2016,LV,cannabis,,,
799,2016,LV,cocaine,,,
800,2017,LV,amphetamine,,,
801,2017,LV,methamphetamine,,,
802,2017,LV,MDMA,,,
803,2017,LV,cannabis,,,
804,2017,LV,cocaine,,,
805,2018,LV,amphetamine,,,
806,2018,LV,methamphetamine,,,
807,2018,LV,MDMA,,,
808,2018,LV,cannabis,,,
809,2018,LV,cocaine,,,
810,2019,LV,amphetamine,57.91,58.56,57.43
811,2019,LV,methamphetamine,31.42,30.43,32.16
812,2019,LV,MDMA,25.71,30.72,21.95
813,2019,LV,cannabis,,,
814,2019,LV,cocaine,57.34,52.81,60.74
815,2020,LV,amphetamine,53.45,41.28,62.57
816,2020,LV,methamphetamine,76.82,65.39,85.4
817,2020,LV,MDMA,42.98,27.97,54.24
818,2020,LV,cannabis,,,
819,2020,LV,cocaine,78.63,57.09,94.79
820,2021,LV,amphetamine,,,
821,2021,LV,methamphetamine,225.56,196.17,247.61
822,2021,LV,MDMA,29.05,18.79,36.75
823,2021,LV,cannabis,,,
824,2021,LV,cocaine,109.66,72.02,137.89
825,2011,NL,amphetamine,207.02999999999997,256.42,174.04000000000002
826,2011,NL,methamphetamine,0.0,0.0,0.0
827,2011,NL,MDMA,143.92000000000002,138.34,147.93
828,2011,NL,cannabis,403.71000000000004,348.20000000000005,349.47
829,2011,NL,cocaine,1437.86,1332.3300000000002,1515.7500000000002
830,2012,NL,amphetamine,491.01,554.7,443.24
831,2012,NL,methamphetamine,7.8100000000000005,9.45,6.58
832,2012,NL,MDMA,261.70000000000005,161.82999999999998,336.59000000000003
833,2012,NL,cannabis,396.65999999999997,371.13,415.8
834,2012,NL,cocaine,1345.09,1162.13,1482.3000000000002
835,2013,NL,amphetamine,117.33000000000001,85.39,141.28
836,2013,NL,methamphetamine,5.24,3.91,6.23
837,2013,NL,MDMA,172.36,135.5,200.01
838,2013,NL,cannabis,,,
839,2013,NL,cocaine,1018.78,788.23,1191.68
840,2014,NL,amphetamine,404.72999999999996,558.95,309.68
841,2014,NL,methamphetamine,2.96,2.41,2.63
842,2014,NL,MDMA,236.48,215.29,252.39
843,2014,NL,cannabis,,,
844,2014,NL,cocaine,1317.41,1222.27,1376.08
845,2015,NL,amphetamine,95.49000000000001,89.6,99.91
846,2015,NL,methamphetamine,6.96,8.26,5.98
847,2015,NL,MDMA,359.22,250.35,440.88
848,2015,NL,cannabis,,,
849,2015,NL,cocaine,1112.86,832.09,1323.4599999999998
850,2016,NL,amphetamine,97.94,82.09,109.82
851,2016,NL,methamphetamine,2.31,1.04,3.26
852,2016,NL,MDMA,214.49,160.20999999999998,255.2
853,2016,NL,cannabis,,,
854,2016,NL,cocaine,808.23,680.25,904.22
855,2017,NL,amphetamine,789.38,670.95,878.2199999999999
856,2017,NL,methamphetamine,14.01,13.74,14.21
857,2017,NL,MDMA,530.03,551.72,513.79
858,2017,NL,cannabis,,,
859,2017,NL,cocaine,2019.7799999999997,1696.55,2262.21
860,2018,NL,amphetamine,154.26,142.45,163.11
861,2018,NL,methamphetamine,31.27,26.34,34.96
862,2018,NL,MDMA,343.28999999999996,321.38,359.72
863,2018,NL,cannabis,490.45000000000005,463.97,510.3
864,2018,NL,cocaine,1773.8899999999999,1533.4199999999998,1954.24
865,2019,NL,amphetamine,309.20000000000005,281.5,329.97
866,2019,NL,methamphetamine,40.28,48.339999999999996,34.24
867,2019,NL,MDMA,536.24,461.15000000000003,592.54
868,2019,NL,cannabis,522.3499999999999,576.3,481.89
869,2019,NL,cocaine,1991.82,1843.13,2103.3500000000004
870,2020,NL,amphetamine,554.78,561.24,549.9300000000001
871,2020,NL,methamphetamine,57.97,41.53,70.3
872,2020,NL,MDMA,369.59999999999997,300.47,421.44
873,2020,NL,cannabis,528.99,526.35,530.99
874,2020,NL,cocaine,1785.2200000000003,1577.38,1941.1
875,2021,NL,amphetamine,236.8,257.95,220.93
876,2021,NL,methamphetamine,43.88,46.800000000000004,41.68
877,2021,NL,MDMA,308.63,213.15,380.23
878,2021,NL,cannabis,359.77,376.92999999999995,346.9
879,2021,NL,cocaine,2039.99,1868.0300000000002,2168.96
880,2011,NO,amphetamine,12.31,11.62,12.82
881,2011,NO,methamphetamine,244.79,232.77,253.8
882,2011,NO,MDMA,0.0,0.0,0.0
883,2011,NO,cannabis,,,
884,2011,NO,cocaine,52.59,45.59,57.83
885,2012,NO,amphetamine,88.58,76.79,100.38
886,2012,NO,methamphetamine,168.75,156.35,181.15
887,2012,NO,MDMA,10.6,6.63,14.56
888,2012,NO,cannabis,86.31,87.9,84.72
889,2012,NO,cocaine,96.35,83.03,109.66
890,2013,NO,amphetamine,63.99,54.39,71.18
891,2013,NO,methamphetamine,107.9,83.23,126.41
892,2013,NO,MDMA,7.38,3.43,10.34
893,2013,NO,cannabis,,,
894,2013,NO,cocaine,69.88,40.46,91.94
895,2014,NO,amphetamine,,,
896,2014,NO,methamphetamine,237.4,266.28,215.75
897,2014,NO,MDMA,76.06,27.5,112.49
898,2014,NO,cannabis,,,
899,2014,NO,cocaine,270.93,217.31,311.15
900,2015,NO,amphetamine,122.3,118.19,125.39
901,2015,NO,methamphetamine,172.36,166.95,176.42
902,2015,NO,MDMA,37.66,28.19,44.77
903,2015,NO,cannabis,,,
904,2015,NO,cocaine,151.48,114.37,179.31
905,2016,NO,amphetamine,115.59,120.67,107.97
906,2016,NO,methamphetamine,58.25,51.72,68.05
907,2016,NO,MDMA,94.76,62.45,143.22
908,2016,NO,cannabis,,,
909,2016,NO,cocaine,138.4,121.09,164.37
910,2017,NO,amphetamine,63.81,77.24,53.74
911,2017,NO,methamphetamine,92.53,115.46,75.34
912,2017,NO,MDMA,19.5,14.09,23.56
913,2017,NO,cannabis,,,
914,2017,NO,cocaine,92.59,90.98,93.81
915,2018,NO,amphetamine,195.15,176.33,209.26
916,2018,NO,methamphetamine,38.17,28.21,45.63
917,2018,NO,MDMA,28.06,11.55,40.45
918,2018,NO,cannabis,,,
919,2018,NO,cocaine,210.67,154.22,253.0
920,2019,NO,amphetamine,158.9,126.25,183.38
921,2019,NO,methamphetamine,86.46,74.31,95.57
922,2019,NO,MDMA,45.38,35.79,52.58
923,2019,NO,cannabis,,,
924,2019,NO,cocaine,219.25,173.76,253.37
925,2020,NO,amphetamine,221.01,206.94,231.56
926,2020,NO,methamphetamine,29.37,27.98,30.4
927,2020,NO,MDMA,35.27,22.12,45.14
928,2020,NO,cannabis,,,
929,2020,NO,cocaine,239.72,189.24,277.58
930,2021,NO,amphetamine,,,
931,2021,NO,methamphetamine,13.75,14.4,13.27
932,2021,NO,MDMA,30.83,20.7,38.43
933,2021,NO,cannabis,,,
934,2021,NO,cocaine,,,
935,2011,PL,amphetamine,,,
936,2011,PL,methamphetamine,,,
937,2011,PL,MDMA,,,
938,2011,PL,cannabis,,,
939,2011,PL,cocaine,,,
940,2012,PL,amphetamine,,,
941,2012,PL,methamphetamine,,,
942,2012,PL,MDMA,,,
943,2012,PL,cannabis,,,
944,2012,PL,cocaine,,,
945,2013,PL,amphetamine,,,
946,2013,PL,methamphetamine,,,
947,2013,PL,MDMA,,,
948,2013,PL,cannabis,,,
949,2013,PL,cocaine,,,
950,2014,PL,amphetamine,,,
951,2014,PL,methamphetamine,,,
952,2014,PL,MDMA,,,
953,2014,PL,cannabis,,,
954,2014,PL,cocaine,,,
955,2015,PL,amphetamine,,,
956,2015,PL,methamphetamine,,,
957,2015,PL,MDMA,,,
958,2015,PL,cannabis,,,
959,2015,PL,cocaine,,,
960,2016,PL,amphetamine,,,
961,2016,PL,methamphetamine,,,
962,2016,PL,MDMA,,,
963,2016,PL,cannabis,,,
964,2016,PL,cocaine,,,
965,2017,PL,amphetamine,23.41,24.05,22.35
966,2017,PL,methamphetamine,0.5,0.44,0.63
967,2017,PL,MDMA,7.41,4.37,10.52
968,2017,PL,cannabis,,,
969,2017,PL,cocaine,,,
970,2018,PL,amphetamine,,,
971,2018,PL,methamphetamine,,,
972,2018,PL,MDMA,,,
973,2018,PL,cannabis,,,
974,2018,PL,cocaine,,,
975,2019,PL,amphetamine,65.9,60.0,70.32
976,2019,PL,methamphetamine,2.7,3.12,2.39
977,2019,PL,MDMA,26.79,16.22,34.72
978,2019,PL,cannabis,27.96,27.05,28.64
979,2019,PL,cocaine,46.57,36.41,54.2
980,2020,PL,amphetamine,71.39,69.6,72.73
981,2020,PL,methamphetamine,1.67,1.7,1.65
982,2020,PL,MDMA,30.72,26.07,34.2
983,2020,PL,cannabis,29.88,28.96,30.57
984,2020,PL,cocaine,53.96,45.31,60.45
985,2021,PL,amphetamine,,,
986,2021,PL,methamphetamine,3.97,3.46,4.36
987,2021,PL,MDMA,44.13,23.76,59.41
988,2021,PL,cannabis,51.15,55.13,48.16
989,2021,PL,cocaine,67.2,50.29,79.87
990,2011,PT,amphetamine,,,
991,2011,PT,methamphetamine,,,
992,2011,PT,MDMA,,,
993,2011,PT,cannabis,,,
994,2011,PT,cocaine,,,
995,2012,PT,amphetamine,,,
996,2012,PT,methamphetamine,,,
997,2012,PT,MDMA,,,
998,2012,PT,cannabis,,,
999,2012,PT,cocaine,,,
1000,2013,PT,amphetamine,0.0,0.0,0.0
1001,2013,PT,methamphetamine,0.0,0.0,0.0
1002,2013,PT,MDMA,4.85,3.45,6.24
1003,2013,PT,cannabis,,,
1004,2013,PT,cocaine,106.82,100.73,112.92
1005,2014,PT,amphetamine,1.06,1.84,0.48
1006,2014,PT,methamphetamine,0.65,0.87,0.48
1007,2014,PT,MDMA,0.0,0.0,0.0
1008,2014,PT,cannabis,,,
1009,2014,PT,cocaine,54.49,45.22,61.44
1010,2015,PT,amphetamine,5.12,3.35,6.4399999999999995
1011,2015,PT,methamphetamine,0.41,0.48,0.37
1012,2015,PT,MDMA,39.230000000000004,17.04,55.88
1013,2015,PT,cannabis,,,
1014,2015,PT,cocaine,420.34,386.84000000000003,445.47
1015,2016,PT,amphetamine,3.33,4.31,2.59
1016,2016,PT,methamphetamine,1.28,1.3900000000000001,1.19
1017,2016,PT,MDMA,40.49,26.18,51.22
1018,2016,PT,cannabis,,,
1019,2016,PT,cocaine,416.82,368.46000000000004,453.08
1020,2017,PT,amphetamine,4.35,5.67,3.6999999999999997
1021,2017,PT,methamphetamine,1.3199999999999998,0.97,1.5899999999999999
1022,2017,PT,MDMA,58.46,30.39,73.85
1023,2017,PT,cannabis,,,
1024,2017,PT,cocaine,514.21,505.78999999999996,520.25
1025,2018,PT,amphetamine,9.02,6.49,10.94
1026,2018,PT,methamphetamine,3.3000000000000003,1.6300000000000001,4.540000000000001
1027,2018,PT,MDMA,80.97,45.34,107.69
1028,2018,PT,cannabis,239.63,225.05,250.56
1029,2018,PT,cocaine,810.8,661.73,922.62
1030,2019,PT,amphetamine,6.65,5.89,7.220000000000001
1031,2019,PT,methamphetamine,0.0,0.0,0.0
1032,2019,PT,MDMA,74.66,38.230000000000004,102.0
1033,2019,PT,cannabis,202.17,215.29,192.34
1034,2019,PT,cocaine,880.23,771.6200000000001,961.7
1035,2020,PT,amphetamine,5.68,3.96,6.97
1036,2020,PT,methamphetamine,3.76,4.19,3.44
1037,2020,PT,MDMA,83.25,59.92,100.77000000000001
1038,2020,PT,cannabis,261.52,282.36,245.89000000000001
1039,2020,PT,cocaine,928.7900000000001,946.6600000000001,915.3899999999999
1040,2021,PT,amphetamine,5.66,5.26,5.95
1041,2021,PT,methamphetamine,8.95,6.93,10.45
1042,2021,PT,MDMA,77.10999999999999,47.42,99.36999999999999
1043,2021,PT,cannabis,258.67,264.1,254.61
1044,2021,PT,cocaine,1142.79,955.5600000000001,1283.21
1045,2011,SE,amphetamine,13.82,16.57,11.76
1046,2011,SE,methamphetamine,2.93,3.45,2.55
1047,2011,SE,MDMA,0.0,0.0,0.0
1048,2011,SE,cannabis,0.0,0.0,0.0
1049,2011,SE,cocaine,2.63,1.98,3.12
1050,2012,SE,amphetamine,87.14,78.43,93.67
1051,2012,SE,methamphetamine,50.98,45.379999999999995,55.18
1052,2012,SE,MDMA,0.0,0.0,0.0
1053,2012,SE,cannabis,0.0,0.0,0.0
1054,2012,SE,cocaine,25.3,17.63,31.04
1055,2013,SE,amphetamine,245.32000000000002,244.82000000000002,245.7
1056,2013,SE,methamphetamine,0.0,0.0,0.0
1057,2013,SE,MDMA,10.36,9.21,11.219999999999999
1058,2013,SE,cannabis,0.0,0.0,0.0
1059,2013,SE,cocaine,35.65,28.91,40.7
1060,2014,SE,amphetamine,,,
1061,2014,SE,methamphetamine,,,
1062,2014,SE,MDMA,,,
1063,2014,SE,cannabis,,,
1064,2014,SE,cocaine,,,
1065,2015,SE,amphetamine,,,
1066,2015,SE,methamphetamine,,,
1067,2015,SE,MDMA,,,
1068,2015,SE,cannabis,,,
1069,2015,SE,cocaine,,,
1070,2016,SE,amphetamine,208.84,201.16,214.61
1071,2016,SE,methamphetamine,24.47,24.1,24.75
1072,2016,SE,MDMA,37.75,22.29,49.35
1073,2016,SE,cannabis,,,
1074,2016,SE,cocaine,144.14,106.53,172.35
1075,2017,SE,amphetamine,,,
1076,2017,SE,methamphetamine,,,
1077,2017,SE,MDMA,,,
1078,2017,SE,cannabis,,,
1079,2017,SE,cocaine,,,
1080,2018,SE,amphetamine,,,
1081,2018,SE,methamphetamine,,,
1082,2018,SE,MDMA,,,
1083,2018,SE,cannabis,,,
1084,2018,SE,cocaine,,,
1085,2019,SE,amphetamine,1004.09,940.1400000000001,1052.05
1086,2019,SE,methamphetamine,17.43,18.09,16.92
1087,2019,SE,MDMA,61.22,49.43,70.06
1088,2019,SE,cannabis,161.73,182.77,145.95
1089,2019,SE,cocaine,359.03,299.1,403.96
1090,2020,SE,amphetamine,2258.97,2339.71,2198.39
1091,2020,SE,methamphetamine,23.55,24.23,23.020000000000003
1092,2020,SE,MDMA,125.48,100.56,144.18
1093,2020,SE,cannabis,128.53,117.7,136.66
1094,2020,SE,cocaine,660.2,446.28000000000003,820.64
1095,2021,SE,amphetamine,1348.96,1366.5,1335.8
1096,2021,SE,methamphetamine,18.13,14.33,20.98
1097,2021,SE,MDMA,75.36,83.80999999999999,69.02
1098,2021,SE,cannabis,127.18,128.49,126.2
1099,2021,SE,cocaine,559.1800000000001,358.53999999999996,709.68
1100,2011,SI,amphetamine,,,
1101,2011,SI,methamphetamine,,,
1102,2011,SI,MDMA,,,
1103,2011,SI,cannabis,,,
1104,2011,SI,cocaine,,,
1105,2012,SI,amphetamine,,,
1106,2012,SI,methamphetamine,,,
1107,2012,SI,MDMA,,,
1108,2012,SI,cannabis,,,
1109,2012,SI,cocaine,,,
1110,2013,SI,amphetamine,,,
1111,2013,SI,methamphetamine,,,
1112,2013,SI,MDMA,,,
1113,2013,SI,cannabis,,,
1114,2013,SI,cocaine,,,
1115,2014,SI,amphetamine,,,
1116,2014,SI,methamphetamine,,,
1117,2014,SI,MDMA,,,
1118,2014,SI,cannabis,,,
1119,2014,SI,cocaine,,,
1120,2015,SI,amphetamine,,,
1121,2015,SI,methamphetamine,,,
1122,2015,SI,MDMA,,,
1123,2015,SI,cannabis,,,
1124,2015,SI,cocaine,,,
1125,2016,SI,amphetamine,,,
1126,2016,SI,methamphetamine,,,
1127,2016,SI,MDMA,,,
1128,2016,SI,cannabis,,,
1129,2016,SI,cocaine,,,
1130,2017,SI,amphetamine,35.24,38.22,33.0
1131,2017,SI,methamphetamine,0.0,0.0,0.0
1132,2017,SI,MDMA,35.59,18.93,48.08
1133,2017,SI,cannabis,,,
1134,2017,SI,cocaine,449.76,448.69,450.55
1135,2018,SI,amphetamine,34.27,34.4,34.64
1136,2018,SI,methamphetamine,2.3,2.72,1.89
1137,2018,SI,MDMA,49.88,22.14,75.57
1138,2018,SI,cannabis,61.17,56.709999999999994,65.0
1139,2018,SI,cocaine,556.7,444.49,648.35
1140,2019,SI,amphetamine,147.1,139.75,152.62
1141,2019,SI,methamphetamine,18.199999999999996,19.79,17.02
1142,2019,SI,MDMA,83.67999999999999,51.4,107.87999999999998
1143,2019,SI,cannabis,479.38999999999993,492.61,469.49
1144,2019,SI,cocaine,1924.12,1608.46,2160.86
1145,2020,SI,amphetamine,116.95,105.6,125.49
1146,2020,SI,methamphetamine,3.2299999999999995,3.7199999999999998,2.8899999999999997
1147,2020,SI,MDMA,131.14,245.41,45.62
1148,2020,SI,cannabis,,,
1149,2020,SI,cocaine,1213.67,1121.15,1283.9299999999998
1150,2021,SI,amphetamine,127.16,121.97,130.32
1151,2021,SI,methamphetamine,8.23,8.01,8.16
1152,2021,SI,MDMA,39.900000000000006,25.62,49.71
1153,2021,SI,cannabis,584.4100000000001,568.25,596.29
1154,2021,SI,cocaine,1614.9199999999998,1350.58,1805.83
1155,2011,SK,amphetamine,,,
1156,2011,SK,methamphetamine,,,
1157,2011,SK,MDMA,,,
1158,2011,SK,cannabis,,,
